#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"606 8th avenue manhattan, ny 10018",BLUE MAIZ,606,8 AVENUE,Manhattan,10018.0,606 8 avenue Manhattan 10018,Mexican,5/4/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,5/4/23,12/4/23,40.7555569,-73.990998
,,,,,,"606 8th avenue manhattan, ny 10018",BLUE MAIZ,606,8 AVENUE,Manhattan,10018.0,606 8 avenue Manhattan 10018,Mexican,3/10/22,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,27.0,B,3/10/22,12/4/23,40.7555569,-73.990998
,,,,,,"608 9th avenue manhattan, ny 10036",PATRON MEXICAN GRILL,608,9 AVENUE,Manhattan,10036.0,608 9 avenue Manhattan 10036,Mexican,10/7/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,10/7/22,12/4/23,40.7593338,-73.991954
,,,,,,"608 9th avenue manhattan, ny 10036",PATRON MEXICAN GRILL,608,9 AVENUE,Manhattan,10036.0,608 9 avenue Manhattan 10036,Mexican,10/7/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,10/7/22,12/4/23,40.7593338,-73.991954
,,,,,,"608 9th avenue manhattan, ny 10036",PATRON MEXICAN GRILL,608,9 AVENUE,Manhattan,10036.0,608 9 avenue Manhattan 10036,Mexican,10/7/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,10/7/22,12/4/23,40.7593338,-73.991954
,,,,,,"61 7th avenue south manhattan, ny 10014",CALIENTE CAB CO,61,7 AVENUE SOUTH,Manhattan,10014.0,61 7 avenue SOUTH Manhattan 10014,Mexican,4/8/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,4/8/22,12/4/23,40.7316229,-74.003929
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,9/19/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18.0,B,9/19/23,12/4/23,40.7711957,-73.983328
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,2/3/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,2/3/22,12/4/23,40.7711957,-73.983328
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,2/3/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,2/3/22,12/4/23,40.7711957,-73.983328
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,9/19/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,B,9/19/23,12/4/23,40.7711957,-73.983328
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,9/19/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18.0,B,9/19/23,12/4/23,40.7711957,-73.983328
,,,,,,"61 columbus avenue manhattan, ny 10023",ROSA MEXICANO,61,COLUMBUS AVENUE,Manhattan,10023.0,61 COLUMBUS avenue Manhattan 10023,Mexican,2/3/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2/3/22,12/4/23,40.7711957,-73.983328
5.0,Cruz Del Sur,4.5,13473651618.0,$$,"Tacos, Cocktail Bars","622 washington avenue, brooklyn, ny 11238",,,,,,,,,,,,,,,,,,
,,,,,,"63 carmine street manhattan, ny 10014",JAJAJA,63,CARMINE STREET,Manhattan,10014.0,63 CARMINE STREET Manhattan 10014,Mexican,1/26/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,1/26/23,12/4/23,40.7297235,-74.004355
,,,,,,"63 carmine street manhattan, ny 10014",JAJAJA,63,CARMINE STREET,Manhattan,10014.0,63 CARMINE STREET Manhattan 10014,Mexican,1/26/23,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,1/26/23,12/4/23,40.7297235,-74.004355
56.0,Jajaja Mexicana,4.5,19172620184.0,$$,"Mexican, Vegan, Cocktail Bars","63 carmine street, manhattan, ny 10014",,,,,,,,,,,,,,,,,,
,,,,,,"63 east 4th street manhattan, ny 10003",FACTORY TAMAL,63,EAST 4 STREET,Manhattan,10003.0,63 east 4 STREET Manhattan 10003,Mexican,4/3/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,4/3/23,12/4/23,40.7267177,-73.990663
,,,,,,"63 east 4th street manhattan, ny 10003",FACTORY TAMAL,63,EAST 4 STREET,Manhattan,10003.0,63 east 4 STREET Manhattan 10003,Mexican,4/3/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,4/3/23,12/4/23,40.7267177,-73.990663
,,,,,,"636 lexington avenue manhattan, ny 10022",DOS TOROS,636,LEXINGTON AVENUE,Manhattan,10022.0,636 LEXINGTON avenue Manhattan 10022,Mexican,8/12/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13.0,A,8/12/22,12/4/23,40.7590915,-73.970477
,,,,,,"636 lexington avenue manhattan, ny 10022",DOS TOROS,636,LEXINGTON AVENUE,Manhattan,10022.0,636 LEXINGTON avenue Manhattan 10022,Mexican,8/12/22,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,8/12/22,12/4/23,40.7590915,-73.970477
,,,,,,64 east 97th street manhattan 10029,EL PASO TAQUERIA,64,EAST 97 STREET,Manhattan,10029.0,64 east 97 STREET Manhattan 10029,Mexican,11/21/22,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,22.0,B,11/21/22,12/4/23,40.7874718,-73.952682
,,,,,,"64 east 97th street manhattan, ny 10029",EL PASO TAQUERIA,64,EAST 97 STREET,Manhattan,10029.0,64 east 97 STREET Manhattan 10029,Mexican,11/21/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,B,11/21/22,12/4/23,40.7874718,-73.952682
,,,,,,"64 east 97th street manhattan, ny 10029",EL PASO TAQUERIA,64,EAST 97 STREET,Manhattan,10029.0,64 east 97 STREET Manhattan 10029,Mexican,11/21/22,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22.0,B,11/21/22,12/4/23,40.7874718,-73.952682
,,,,,,"64 east 97th street manhattan, ny 10029",EL PASO TAQUERIA,64,EAST 97 STREET,Manhattan,10029.0,64 east 97 STREET Manhattan 10029,Mexican,11/21/22,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,22.0,B,11/21/22,12/4/23,40.7874718,-73.952682
,,,,,,"640 3rd avenue manhattan, ny 10017",SINIGUAL,640,3 AVENUE,Manhattan,10017.0,640 3 avenue Manhattan 10017,Mexican,1/18/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13.0,A,1/18/23,12/4/23,40.7501967,-73.974869
,,,,,,"640 3rd avenue manhattan, ny 10017",SINIGUAL,640,3 AVENUE,Manhattan,10017.0,640 3 avenue Manhattan 10017,Mexican,1/18/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,13.0,A,1/18/23,12/4/23,40.7501967,-73.974869
,,,,,,"640 3rd avenue manhattan, ny 10017",SINIGUAL,640,3 AVENUE,Manhattan,10017.0,640 3 avenue Manhattan 10017,Mexican,1/18/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,1/18/23,12/4/23,40.7501967,-73.974869
,,,,,,"640 3rd avenue manhattan, ny 10017",SINIGUAL,640,3 AVENUE,Manhattan,10017.0,640 3 avenue Manhattan 10017,Mexican,1/18/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1/18/23,12/4/23,40.7501967,-73.974869
,,,,,,"640 3rd avenue manhattan, ny 10017",SINIGUAL,640,3 AVENUE,Manhattan,10017.0,640 3 avenue Manhattan 10017,Mexican,1/18/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,1/18/23,12/4/23,40.7501967,-73.974869
34.0,Bar Verde,4.5,12127776965.0,$$,"Mexican, Vegan, Gluten-Free","65 2nd avenue, manhattan, ny 10003",,,,,,,,,,,,,,,,,,
,,,,,,"66 pearl street manhattan, ny  10004",787 COFFEE,66,PEARL STREET,Manhattan,10004.0,66 PEARL STREET Manhattan 10004,Mexican,1/26/22,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7.0,A,1/26/22,12/4/23,40.7036038,-74.010932
,,,,,,"66 pearl street manhattan, ny 10004",787 COFFEE,66,PEARL STREET,Manhattan,10004.0,66 PEARL STREET Manhattan 10004,Mexican,3/7/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,3/7/23,12/4/23,40.7036038,-74.010932
,,,,,,"66 pearl street manhattan, ny 10004",787 COFFEE,66,PEARL STREET,Manhattan,10004.0,66 PEARL STREET Manhattan 10004,Mexican,3/7/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,3/7/23,12/4/23,40.7036038,-74.010932
,,,,,,"66 pearl street manhattan, ny 10004",787 COFFEE,66,PEARL STREET,Manhattan,10004.0,66 PEARL STREET Manhattan 10004,Mexican,1/26/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,1/26/22,12/4/23,40.7036038,-74.010932
62.0,Nenes Taqueria,4.5,19296074551.0,,Mexican,"660 degraw street, brooklyn, ny 11217",,,,,,,,,,,,,,,,,,
,,,,,,"665 10 avenue manhattan, ny 10036",TULCINGO DEL VALLE,665,10 AVENUE,Manhattan,10036.0,665 10 avenue Manhattan 10036,Mexican,3/23/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,3/23/23,12/4/23,40.7626742,-73.993268
,,,,,,"665 10th avenue manhattan, ny 10036",TULCINGO DEL VALLE,665,10 AVENUE,Manhattan,10036.0,665 10 avenue Manhattan 10036,Mexican,2/8/22,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,2/8/22,12/4/23,40.7626742,-73.993268
,,,,,,"665 10th avenue manhattan, ny 10036",TULCINGO DEL VALLE,665,10 AVENUE,Manhattan,10036.0,665 10 avenue Manhattan 10036,Mexican,2/8/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2/8/22,12/4/23,40.7626742,-73.993268
,,,,,,"665 10th avenue manhattan, ny 10036",TULCINGO DEL VALLE,665,10 AVENUE,Manhattan,10036.0,665 10 avenue Manhattan 10036,Mexican,2/8/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2/8/22,12/4/23,40.7626742,-73.993268
,,,,,,"665 10th avenue manhattan, ny 10036",TULCINGO DEL VALLE,665,10 AVENUE,Manhattan,10036.0,665 10 avenue Manhattan 10036,Mexican,2/8/22,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13.0,A,2/8/22,12/4/23,40.7626742,-73.993268
,,,,,,"668 10th avenue manhattan, ny 10036",ANEJO,668,10 AVENUE,Manhattan,10036.0,668 10 avenue Manhattan 10036,Mexican,1/18/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,1/18/23,12/4/23,40.762773,-73.993174
,,,,,,"668 10th avenue manhattan, ny 10036",ANEJO,668,10 AVENUE,Manhattan,10036.0,668 10 avenue Manhattan 10036,Mexican,1/18/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,1/18/23,12/4/23,40.762773,-73.993174
,,,,,,"668 avenue of the americas manhattan, ny 10010",DOS TOROS,668,AVENUE OF THE AMERICAS,Manhattan,10010.0,668 avenue OF THE AMERICAS Manhattan 10010,Mexican,11/14/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,11/14/23,12/4/23,40.7414737,-73.993825
,,,,,,"688 10 avenue manhattan, ny 10019",FUSION HK BAR-GRILL,688,10 AVENUE,Manhattan,10019.0,688 10 avenue Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,9/14/22,12/4/23,40.763558,-73.992589
,,,,,,"688 10th avenue manhattan, ny 10019",FUSION HK BAR-GRILL,688,10 AVENUE,Manhattan,10019.0,688 10 avenue Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,9.0,A,9/14/22,12/4/23,40.763558,-73.992589
,,,,,,"69 new street manhattan, ny 10004",EL TORO MEXICAN GRILL,69,NEW STREET,Manhattan,10004.0,69 NEW STREET Manhattan 10004,Mexican,3/24/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,3/24/22,12/4/23,40.7055003,-74.012396
,,,,,,"69 new street manhattan, ny 10004",EL TORO MEXICAN GRILL,69,NEW STREET,Manhattan,10004.0,69 NEW STREET Manhattan 10004,Mexican,3/24/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,A,3/24/22,12/4/23,40.7055003,-74.012396
,,,,,,"69 new street manhattan, ny 10004",EL TORO MEXICAN GRILL,69,NEW STREET,Manhattan,10004.0,69 NEW STREET Manhattan 10004,Mexican,4/13/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,4/13/23,12/4/23,40.7055003,-74.012396
,,,,,,"69 new street manhattan, ny 10004",EL TORO MEXICAN GRILL,69,NEW STREET,Manhattan,10004.0,69 NEW STREET Manhattan 10004,Mexican,3/24/22,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9.0,A,3/24/22,12/4/23,40.7055003,-74.012396
,,,,,,"69 new street manhattan, ny 10004",EL TORO MEXICAN GRILL,69,NEW STREET,Manhattan,10004.0,69 NEW STREET Manhattan 10004,Mexican,4/13/23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,10.0,A,4/13/23,12/4/23,40.7055003,-74.012396
110.0,Antojito Mexicano,4.5,,$,"Mexican, Food Stands","6th avenue & 28th street, manhattan, ny 10001",,,,,,,,,,,,,,,,,,
,,,,,,"7 times square manhattan, ny 10036",PINK TACO,7,TIMES SQUARE,Manhattan,10036.0,7 TIMES SQUARE Manhattan 10036,Mexican,8/23/23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,8/23/23,12/4/23,40.7559078,-73.986681
,,,,,,"7 times square manhattan, ny 10036",PINK TACO,7,TIMES SQUARE,Manhattan,10036.0,7 TIMES SQUARE Manhattan 10036,Mexican,8/23/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,8/23/23,12/4/23,40.7559078,-73.986681
,,,,,,"7 times square manhattan, ny 10036",PINK TACO,7,TIMES SQUARE,Manhattan,10036.0,7 TIMES SQUARE Manhattan 10036,Mexican,8/23/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,8/23/23,12/4/23,40.7559078,-73.986681
130.0,Pink Taco,4.0,12123158226.0,$$,"Tacos, Bars, Breakfast & Brunch","7 times square, manhattan, ny 10036",,,,,,,,,,,,,,,,,,
,,,,,,"703 west 133rd street manhattan, ny 10027",SKINNY CANTINA,703,W 133RD ST,Manhattan,10027.0,703 W 133RD ST Manhattan 10027,Mexican,3/23/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,3/23/22,12/4/23,40.8200351,-73.958938
,,,,,,"705 9th avenue manhattan, ny 10019",PLANET TACO,705,9 AVENUE,Manhattan,10019.0,705 9 avenue Manhattan 10019,Mexican,8/22/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,9.0,A,8/22/22,12/4/23,40.7624242,-73.989734
,,,,,,"705 9th avenue manhattan, ny 10019",PLANET TACO,705,9 AVENUE,Manhattan,10019.0,705 9 avenue Manhattan 10019,Mexican,8/22/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,9.0,A,8/22/22,12/4/23,40.7624242,-73.989734
,,,,,,"705 9th venue manhattan, ny 10019",PLANET TACO,705,9 AVENUE,Manhattan,10019.0,705 9 avenue Manhattan 10019,Mexican,8/22/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,8/22/22,12/4/23,40.7624242,-73.989734
113.0,Panchitas Place,4.5,19179090404.0,$$,"Bars, Breakfast & Brunch, Mexican","709 5th avenue, brooklyn, ny 11215",,,,,,,,,,,,,,,,,,
,,,,,,"711 2nd avenue manhattan, ny 10016",TACOS GRAND CENTRAL,711,2 AVENUE,Manhattan,10016.0,711 2 avenue Manhattan 10016,Mexican,2/24/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2/24/22,12/4/23,40.7474875,-73.973921
,,,,,,"711 2nd avenue manhattan, ny 10016",TACOS GRAND CENTRAL,711,2 AVENUE,Manhattan,10016.0,711 2 avenue Manhattan 10016,Mexican,2/24/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,2/24/22,12/4/23,40.7474875,-73.973921
,,,,,,"711 2nd avenue manhattan, ny 10016",TACOS GRAND CENTRAL,711,2 AVENUE,Manhattan,10016.0,711 2 avenue Manhattan 10016,Mexican,2/24/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,2/24/22,12/4/23,40.7474875,-73.973921
,,,,,,"711 2nd avenue manhattan, ny 10016",TACOS GRAND CENTRAL,711,2 AVENUE,Manhattan,10016.0,711 2 avenue Manhattan 10016,Mexican,6/5/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,4.0,A,6/5/23,12/4/23,40.7474875,-73.973921
,,,,,,"711 2nd avenue manhattan, ny 10016",TACOS GRAND CENTRAL,711,2 AVENUE,Manhattan,10016.0,711 2 avenue Manhattan 10016,Mexican,6/5/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,6/5/23,12/4/23,40.7474875,-73.973921
,,,,,,"718 amsterdam avenue manhattan, ny 10025",RANCHO TEQUILERA,718,AMSTERDAM AVENUE,Manhattan,10025.0,718 AMSTERDAM avenue Manhattan 10025,Mexican,3/29/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,3/29/23,12/4/23,40.7933351,-73.970898
,,,,,,"718 amsterdam avenue manhattan, ny 10025",RANCHO TEQUILERA,718,AMSTERDAM AVENUE,Manhattan,10025.0,718 AMSTERDAM avenue Manhattan 10025,Mexican,3/29/23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,11.0,A,3/29/23,12/4/23,40.7933351,-73.970898
,,,,,,"718 amsterdam avenue manhattan, ny 10025",RANCHO TEQUILERA,718,AMSTERDAM AVENUE,Manhattan,10025.0,718 AMSTERDAM avenue Manhattan 10025,Mexican,3/29/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,11.0,A,3/29/23,12/4/23,40.7933351,-73.970898
128.0,Chavela's,4.0,17186223100.0,$$,"Mexican, Bars","736 franklin avenue, brooklyn, ny 11238",,,,,,,,,,,,,,,,,,
81.0,Tacombi,4.0,19172617136.0,$$,"Mexican, Cocktail Bars, Breakfast & Brunch","74 broad street, manhattan, ny 10004",,,,,,,,,,,,,,,,,,
,,,,,,"741 9th avenue manhattan , ny 10019",RANCHO TEQUILERIA,741,9 AVENUE,Manhattan,10019.0,741 9 avenue Manhattan 10019,Mexican,6/23/23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,6/23/23,12/4/23,40.7635769,-73.988889
,,,,,,"741 9th avenue manhattan, ny 10019",RANCHO TEQUILERIA,741,9 AVENUE,Manhattan,10019.0,741 9 avenue Manhattan 10019,Mexican,6/16/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A,6/16/22,12/4/23,40.7635769,-73.988889
,,,,,,"741 9th avenue manhattan, ny 10019",RANCHO TEQUILERIA,741,9 AVENUE,Manhattan,10019.0,741 9 avenue Manhattan 10019,Mexican,6/16/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,6/16/22,12/4/23,40.7635769,-73.988889
,,,,,,"741 9th avenue manhattan, ny 10019",RANCHO TEQUILERIA,741,9 AVENUE,Manhattan,10019.0,741 9 avenue Manhattan 10019,Mexican,6/23/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,6/23/23,12/4/23,40.7635769,-73.988889
,,,,,,"741 9th avenue manhattan, ny 10019",RANCHO TEQUILERIA,741,9 AVENUE,Manhattan,10019.0,741 9 avenue Manhattan 10019,Mexican,6/23/23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,6/23/23,12/4/23,40.7635769,-73.988889
45.0,Mona Ayala Mexican Market And Food,5.0,13473655954.0,,Mexican,"746 myrtle avenue, brooklyn, ny 11205",,,,,,,,,,,,,,,,,,
11.0,Los Tacos No.1,4.5,,$$,Tacos,"75 9th avenue, manhattan, ny 10011",,,,,,,,,,,,,,,,,,
